ticket_id,timestamp,category,priority,resolution_time_hrs,customer_sentiment
TICK-109929,2025-04-17 18:51:43.752825,Shipping Update,Low,1.24,Neutral
TICK-109567,2025-04-17 19:52:24.533652,Billing Inquiry,Medium,6.15,Positive
TICK-101976,2025-04-17 23:14:56.533621,Shipping Update,Low,1.57,Positive
TICK-108843,2025-04-18 03:01:24.817516,Refund Request,Low,1.78,Neutral
TICK-109326,2025-04-18 03:13:49.070401,Shipping Update,Medium,0.73,Neutral
TICK-105258,2025-04-18 04:31:51.339706,Shipping Update,Medium,0.52,Neutral
TICK-100063,2025-04-18 04:32:07.399952,Product Question,High,1.86,Negative
TICK-104177,2025-04-18 05:27:10.337251,Shipping Update,Medium,1.13,Neutral
TICK-107260,2025-04-18 05:50:11.922673,Product Question,Low,6.63,Neutral
TICK-104122,2025-04-18 06:34:30.625799,Product Question,Medium,4.4,Neutral
TICK-108294,2025-04-18 07:17:36.386546,Product Question,Low,4.27,Neutral
TICK-103813,2025-04-18 07:19:49.277340,Refund Request,High,2.08,Positive
TICK-109340,2025-04-18 07:52:11.863543,Product Question,Low,2.06,Negative
TICK-100406,2025-04-18 08:18:05.073633,Shipping Update,Low,0.65,Neutral
TICK-107312,2025-04-18 08:24:01.332552,Refund Request,Low,2.19,Negative
TICK-106687,2025-04-18 09:55:04.277009,Shipping Update,Low,0.69,Neutral
TICK-105879,2025-04-18 10:08:38.121505,Billing Inquiry,Medium,5.69,Neutral
TICK-100064,2025-04-18 10:49:17.841894,Shipping Update,Low,1.38,Negative
TICK-102331,2025-04-18 13:34:59.521282,Technical Issue,Low,23.32,Neutral
TICK-109408,2025-04-18 13:49:05.408915,Billing Inquiry,Low,4.28,Negative
TICK-109506,2025-04-18 14:15:03.589382,Refund Request,Low,1.91,Positive
TICK-100751,2025-04-18 14:45:07.050503,Billing Inquiry,Low,2.91,Neutral
TICK-107006,2025-04-18 16:17:47.356369,Product Question,Medium,5.71,Negative
TICK-100164,2025-04-18 18:01:03.062478,Product Question,Low,4.41,Positive
TICK-108458,2025-04-18 19:34:27.713003,Refund Request,Low,1.42,Neutral
TICK-100542,2025-04-18 20:20:48.159111,Technical Issue,Medium,29.67,Neutral
TICK-106457,2025-04-18 20:53:42.208836,Shipping Update,Medium,1.49,Negative
TICK-107398,2025-04-18 21:33:31.343948,Shipping Update,Low,1.16,Positive
TICK-106485,2025-04-18 21:41:05.240502,Refund Request,Low,5.43,Neutral
TICK-108077,2025-04-18 23:27:35.137812,Shipping Update,Low,1.58,Neutral
TICK-107603,2025-04-19 02:01:17.685870,Shipping Update,Low,0.71,Neutral
TICK-100374,2025-04-19 02:25:05.920363,Product Question,Low,7.1,Negative
TICK-105343,2025-04-19 02:31:29.034034,Shipping Update,Low,0.8,Neutral
TICK-109839,2025-04-19 02:44:46.368498,Product Question,Low,1.84,Neutral
TICK-103552,2025-04-19 03:02:09.085543,Shipping Update,Low,1.15,Positive
TICK-102116,2025-04-19 03:07:46.929359,Billing Inquiry,Low,4.56,Negative
TICK-105196,2025-04-19 04:21:09.180399,Product Question,Low,4.53,Neutral
TICK-108198,2025-04-19 05:26:28.430934,Shipping Update,Medium,2.42,Negative
TICK-109720,2025-04-19 07:39:07.929392,Product Question,Medium,2.63,Neutral
TICK-106291,2025-04-19 10:36:34.117434,Shipping Update,High,1.8,Negative
TICK-107835,2025-04-19 10:57:07.161586,Shipping Update,Low,0.72,Neutral
TICK-105678,2025-04-19 12:00:06.032834,Shipping Update,High,1.15,Neutral
TICK-107905,2025-04-19 13:27:40.367896,Refund Request,Low,1.94,Neutral
TICK-101510,2025-04-19 14:19:28.408495,Billing Inquiry,High,3.17,Neutral
TICK-107228,2025-04-19 18:04:57.251683,Refund Request,Medium,2.13,Negative
TICK-101654,2025-04-19 18:08:10.895995,Refund Request,Medium,2.29,Negative
TICK-100563,2025-04-19 18:53:19.794254,Shipping Update,Low,0.88,Neutral
TICK-100545,2025-04-19 19:01:48.471390,Shipping Update,Low,0.73,Negative
TICK-100329,2025-04-19 21:01:25.839808,Billing Inquiry,Low,6.43,Negative
TICK-102675,2025-04-19 23:44:54.847702,Shipping Update,Medium,0.46,Neutral
TICK-102552,2025-04-19 23:46:29.986977,Product Question,Low,6.34,Neutral
TICK-100115,2025-04-19 23:48:42.788774,Shipping Update,Low,1.13,Neutral
TICK-109682,2025-04-19 23:53:47.296734,Billing Inquiry,Low,7.42,Positive
TICK-105122,2025-04-20 02:19:03.913910,Product Question,Low,2.71,Neutral
TICK-102287,2025-04-20 02:39:43.325098,Refund Request,Medium,1.81,Neutral
TICK-101330,2025-04-20 05:03:19.119616,Product Question,Medium,5.53,Neutral
TICK-102490,2025-04-20 05:35:50.814032,Refund Request,Low,1.99,Positive
TICK-107634,2025-04-20 07:01:29.944258,Shipping Update,Medium,2.1,Negative
TICK-107702,2025-04-20 07:43:11.183643,Technical Issue,Low,18.45,Positive
TICK-106588,2025-04-20 09:25:34.730997,Shipping Update,Low,0.7,Neutral
TICK-101515,2025-04-20 09:38:13.826602,Refund Request,Medium,1.9,Positive
TICK-106692,2025-04-20 10:00:27.348690,Shipping Update,Medium,0.91,Negative
TICK-106740,2025-04-20 11:27:18.969513,Shipping Update,Low,0.5,Positive
TICK-107918,2025-04-20 12:01:31.781086,Shipping Update,Low,0.76,Positive
TICK-109034,2025-04-20 13:24:13.995548,Billing Inquiry,Medium,4.94,Neutral
TICK-107017,2025-04-20 14:24:51.025109,Technical Issue,Low,17.06,Neutral
TICK-100348,2025-04-20 15:04:31.664089,Shipping Update,Medium,0.75,Neutral
TICK-109449,2025-04-20 15:08:55.855686,Technical Issue,Low,32.27,Positive
TICK-109675,2025-04-20 15:21:33.225590,Shipping Update,Low,1.81,Neutral
TICK-106369,2025-04-20 16:09:30.900166,Shipping Update,Low,0.84,Negative
TICK-103179,2025-04-20 16:42:23.203697,Shipping Update,Low,1.23,Neutral
TICK-103489,2025-04-20 17:04:01.523896,Product Question,Low,1.58,Positive
TICK-108169,2025-04-20 17:05:03.764790,Shipping Update,Low,0.96,Positive
TICK-109905,2025-04-20 17:45:26.247253,Technical Issue,Low,14.51,Neutral
TICK-100011,2025-04-20 20:02:07.525560,Shipping Update,Low,0.83,Neutral
TICK-104441,2025-04-20 21:00:26.323907,Product Question,Medium,3.28,Positive
TICK-103455,2025-04-20 21:35:26.849618,Product Question,Medium,6.82,Neutral
TICK-101076,2025-04-20 22:25:29.314939,Shipping Update,Low,0.54,Positive
TICK-106826,2025-04-20 23:38:52.393350,Technical Issue,Medium,13.19,Neutral
TICK-108479,2025-04-21 00:02:50.629466,Shipping Update,High,0.58,Neutral
TICK-107901,2025-04-21 00:04:49.677790,Shipping Update,Medium,0.64,Negative
TICK-106484,2025-04-21 00:13:59.875066,Shipping Update,Low,1.32,Positive
TICK-108863,2025-04-21 02:55:44.958944,Product Question,Medium,1.55,Neutral
TICK-108007,2025-04-21 03:29:42.890724,Product Question,Low,5.46,Positive
TICK-102431,2025-04-21 04:08:48.644308,Shipping Update,Low,0.67,Neutral
TICK-106203,2025-04-21 04:48:33.911410,Technical Issue,Low,50.66,Neutral
TICK-108008,2025-04-21 05:31:20.307749,Shipping Update,Low,0.88,Negative
TICK-108653,2025-04-21 06:11:13.909709,Product Question,Low,2.84,Neutral
TICK-101440,2025-04-21 06:15:32.076218,Billing Inquiry,Medium,6.52,Positive
TICK-101657,2025-04-21 07:10:17.975285,Billing Inquiry,Medium,8.47,Neutral
TICK-109417,2025-04-21 07:57:39.177806,Shipping Update,Low,1.17,Neutral
TICK-101872,2025-04-21 10:11:21.026992,Product Question,Medium,2.65,Positive
TICK-107453,2025-04-21 10:51:24.616742,Product Question,Medium,4.51,Positive
TICK-102573,2025-04-21 11:02:59.610998,Product Question,High,2.94,Neutral
TICK-104297,2025-04-21 11:27:44.173434,Product Question,Low,3.16,Negative
TICK-101826,2025-04-21 13:42:13.256790,Product Question,Low,1.94,Negative
TICK-104723,2025-04-21 14:38:31.697385,Shipping Update,High,0.89,Neutral
TICK-104717,2025-04-21 14:56:00.538309,Shipping Update,Low,1.61,Neutral
TICK-103565,2025-04-21 15:27:19.730374,Shipping Update,Medium,1.02,Neutral
TICK-109248,2025-04-21 16:00:06.232140,Shipping Update,Low,1.7,Neutral
TICK-109658,2025-04-21 16:19:56.983241,Shipping Update,Medium,1.69,Negative
TICK-106646,2025-04-21 19:03:24.119094,Shipping Update,Medium,1.25,Positive
TICK-100662,2025-04-21 19:07:31.218152,Product Question,Medium,2.96,Neutral
TICK-104856,2025-04-21 19:35:58.046469,Shipping Update,Medium,1.42,Neutral
TICK-109309,2025-04-21 19:38:06.649242,Billing Inquiry,Medium,7.56,Neutral
TICK-101337,2025-04-21 19:50:48.361976,Product Question,Medium,2.66,Neutral
TICK-102064,2025-04-21 20:57:27.875674,Product Question,Medium,3.34,Neutral
TICK-100609,2025-04-21 21:15:08.596098,Shipping Update,Medium,1.82,Neutral
TICK-106514,2025-04-21 21:21:35.445859,Product Question,Low,3.18,Negative
TICK-107309,2025-04-21 22:16:37.674190,Product Question,Low,2.03,Negative
TICK-103473,2025-04-21 23:04:20.153639,Shipping Update,Medium,0.65,Positive
TICK-109706,2025-04-21 23:18:36.774790,Shipping Update,Low,1.86,Positive
TICK-105733,2025-04-22 00:05:17.634615,Shipping Update,Low,0.93,Positive
TICK-104721,2025-04-22 00:08:21.323564,Refund Request,Medium,2.46,Neutral
TICK-105693,2025-04-22 00:09:53.689715,Billing Inquiry,Medium,3.29,Neutral
TICK-107590,2025-04-22 01:34:10.389231,Product Question,Low,2.14,Neutral
TICK-106046,2025-04-22 03:28:38.091966,Shipping Update,Low,1.0,Neutral
TICK-109398,2025-04-22 03:36:27.208772,Product Question,Low,2.42,Neutral
TICK-108538,2025-04-22 04:43:59.363806,Product Question,Low,3.43,Negative
TICK-103642,2025-04-22 05:06:44.487620,Product Question,Low,2.02,Neutral
TICK-104155,2025-04-22 05:29:37.010279,Shipping Update,Low,0.92,Negative
TICK-101589,2025-04-22 08:16:49.748340,Product Question,Medium,3.11,Negative
TICK-107863,2025-04-22 08:34:00.397733,Shipping Update,Medium,0.77,Positive
TICK-108062,2025-04-22 09:06:46.733883,Technical Issue,Low,13.16,Neutral
TICK-105370,2025-04-22 09:48:22.211963,Billing Inquiry,Medium,3.04,Positive
TICK-103809,2025-04-22 11:59:08.359348,Billing Inquiry,Low,6.92,Neutral
TICK-101342,2025-04-22 12:24:52.363898,Shipping Update,High,1.19,Positive
TICK-109254,2025-04-22 13:01:29.314011,Product Question,Low,3.27,Positive
TICK-106040,2025-04-22 13:46:19.309366,Shipping Update,Medium,1.46,Positive
TICK-107883,2025-04-22 14:23:19.552525,Refund Request,Low,1.95,Neutral
TICK-107040,2025-04-22 15:23:14.298979,Product Question,High,4.08,Neutral
TICK-100601,2025-04-22 15:29:05.823792,Shipping Update,Low,0.69,Neutral
TICK-107502,2025-04-22 15:55:34.738983,Refund Request,Low,2.7,Negative
TICK-100287,2025-04-22 17:16:52.954016,Shipping Update,Low,1.27,Neutral
TICK-109166,2025-04-22 17:25:30.477789,Product Question,High,1.82,Neutral
TICK-105719,2025-04-22 17:40:44.987608,Product Question,Low,1.4,Neutral
TICK-101536,2025-04-22 17:42:34.121980,Shipping Update,Low,1.23,Neutral
TICK-109505,2025-04-22 18:14:49.293201,Shipping Update,Low,1.49,Negative
TICK-105854,2025-04-22 19:17:59.299748,Product Question,Medium,1.73,Neutral
TICK-107668,2025-04-22 19:22:42.679250,Billing Inquiry,Medium,4.99,Neutral
TICK-107519,2025-04-22 19:23:12.812284,Shipping Update,Medium,1.31,Neutral
TICK-101724,2025-04-22 19:42:22.803861,Shipping Update,Medium,0.69,Neutral
TICK-106557,2025-04-22 21:09:09.971300,Technical Issue,Medium,37.45,Negative
TICK-100150,2025-04-22 23:01:38.109604,Refund Request,Low,2.21,Negative
TICK-109405,2025-04-22 23:55:19.302613,Product Question,Medium,6.18,Neutral
TICK-107352,2025-04-23 07:09:36.473321,Product Question,Low,2.45,Positive
TICK-109356,2025-04-23 07:33:21.380379,Shipping Update,Medium,1.3,Positive
TICK-100649,2025-04-23 08:26:41.564679,Shipping Update,Medium,1.32,Neutral
TICK-106519,2025-04-23 09:15:19.240289,Shipping Update,Low,1.15,Neutral
TICK-108386,2025-04-23 10:43:58.333002,Technical Issue,Medium,46.07,Negative
TICK-108566,2025-04-23 11:48:48.200832,Shipping Update,Low,1.64,Neutral
TICK-107647,2025-04-23 14:20:28.094410,Shipping Update,Medium,2.27,Neutral
TICK-100939,2025-04-23 15:44:26.778549,Shipping Update,Medium,0.8,Neutral
TICK-104285,2025-04-23 17:32:41.372605,Product Question,Low,3.25,Neutral
TICK-105317,2025-04-23 17:34:21.813008,Product Question,Low,2.75,Positive
TICK-102890,2025-04-23 19:58:58.422598,Shipping Update,Low,1.06,Negative
TICK-108134,2025-04-23 20:12:00.174232,Refund Request,Medium,1.08,Negative
TICK-100830,2025-04-23 20:17:59.558081,Product Question,Medium,1.75,Neutral
TICK-101329,2025-04-23 23:50:51.858002,Product Question,Medium,3.81,Negative
TICK-106122,2025-04-24 01:53:38.918415,Billing Inquiry,Low,3.69,Negative
TICK-100745,2025-04-24 02:17:51.273708,Refund Request,Medium,1.5,Negative
TICK-108350,2025-04-24 03:19:06.829281,Shipping Update,Low,0.55,Neutral
TICK-104014,2025-04-24 04:53:51.338819,Shipping Update,Low,0.97,Neutral
TICK-107480,2025-04-24 05:10:06.347872,Shipping Update,Low,0.91,Neutral
TICK-101401,2025-04-24 05:56:05.886603,Refund Request,Medium,2.48,Neutral
TICK-101311,2025-04-24 07:12:55.332362,Shipping Update,High,1.39,Neutral
TICK-103645,2025-04-24 08:03:12.927812,Shipping Update,Low,0.64,Neutral
TICK-109307,2025-04-24 09:31:42.879476,Shipping Update,Low,1.16,Negative
TICK-105272,2025-04-24 11:57:16.804071,Refund Request,High,1.24,Positive
TICK-105449,2025-04-24 13:39:41.721996,Billing Inquiry,Medium,2.85,Negative
TICK-105207,2025-04-24 13:40:29.086715,Technical Issue,High,19.6,Neutral
TICK-100853,2025-04-24 14:10:54.935186,Product Question,Medium,4.83,Positive
TICK-105108,2025-04-24 14:36:41.608132,Billing Inquiry,Medium,3.25,Negative
TICK-102629,2025-04-24 15:40:17.226974,Refund Request,High,1.65,Negative
TICK-100730,2025-04-24 15:42:44.377666,Shipping Update,Low,1.08,Neutral
TICK-108718,2025-04-24 16:59:46.926121,Shipping Update,Low,1.23,Neutral
TICK-109436,2025-04-24 17:36:44.485149,Technical Issue,Medium,25.12,Neutral
TICK-107297,2025-04-24 17:48:54.693897,Shipping Update,Low,0.65,Negative
TICK-109433,2025-04-24 20:07:43.959159,Product Question,Medium,2.33,Positive
TICK-100022,2025-04-24 21:25:26.963609,Shipping Update,Low,1.03,Neutral
TICK-104824,2025-04-24 21:30:22.877646,Billing Inquiry,Low,4.88,Neutral
TICK-102146,2025-04-24 21:39:07.474710,Shipping Update,Low,0.53,Neutral
TICK-101018,2025-04-24 22:59:37.333848,Shipping Update,High,0.88,Neutral
TICK-100763,2025-04-24 23:25:00.311734,Product Question,Low,2.89,Negative
TICK-107836,2025-04-25 00:55:46.298367,Shipping Update,Medium,1.32,Neutral
TICK-104432,2025-04-25 01:03:20.884706,Refund Request,Low,2.19,Neutral
TICK-100180,2025-04-25 01:04:52.438091,Technical Issue,Medium,30.82,Neutral
TICK-102680,2025-04-25 01:10:51.388935,Billing Inquiry,Low,6.56,Positive
TICK-102853,2025-04-25 01:21:51.352011,Shipping Update,Medium,1.09,Positive
TICK-107411,2025-04-25 01:25:16.882532,Technical Issue,Medium,24.95,Negative
TICK-104029,2025-04-25 02:37:48.670504,Product Question,Low,4.13,Positive
TICK-101966,2025-04-25 04:52:11.940748,Product Question,Medium,2.77,Negative
TICK-101154,2025-04-25 06:08:47.646152,Shipping Update,High,1.93,Negative
TICK-101358,2025-04-25 06:27:48.028642,Technical Issue,Medium,13.28,Negative
TICK-101571,2025-04-25 06:36:30.033424,Billing Inquiry,Low,3.03,Neutral
TICK-105670,2025-04-25 07:06:52.959159,Shipping Update,Low,2.72,Negative
TICK-102940,2025-04-25 08:03:47.020536,Technical Issue,Low,35.75,Neutral
TICK-107208,2025-04-25 09:18:57.781082,Product Question,Low,1.8,Positive
TICK-103893,2025-04-25 12:16:10.205039,Shipping Update,Low,0.47,Positive
TICK-105296,2025-04-25 12:43:40.687904,Billing Inquiry,Medium,5.16,Neutral
TICK-107527,2025-04-25 13:22:06.289108,Product Question,High,2.55,Negative
TICK-105957,2025-04-25 14:05:44.539781,Product Question,Low,3.82,Positive
TICK-100152,2025-04-25 16:12:18.204388,Shipping Update,Medium,0.76,Neutral
TICK-102644,2025-04-25 16:17:03.430748,Technical Issue,Low,15.52,Neutral
TICK-100558,2025-04-25 16:18:02.259159,Product Question,Low,3.51,Neutral
TICK-103449,2025-04-25 17:23:55.021324,Shipping Update,Low,0.85,Positive
TICK-109080,2025-04-25 17:47:29.838044,Technical Issue,Low,22.99,Neutral
TICK-106762,2025-04-25 17:48:30.011263,Refund Request,Low,2.25,Positive
TICK-106985,2025-04-25 17:52:23.976195,Product Question,Low,2.4,Negative
TICK-106316,2025-04-25 18:13:14.455616,Shipping Update,Medium,2.53,Negative
TICK-107469,2025-04-25 18:23:12.233117,Shipping Update,Low,1.28,Positive
TICK-108979,2025-04-25 20:57:52.671662,Shipping Update,Medium,0.91,Neutral
TICK-105550,2025-04-25 22:38:05.479837,Billing Inquiry,Medium,3.39,Neutral
TICK-106144,2025-04-25 22:53:09.809000,Shipping Update,Medium,1.27,Neutral
TICK-108918,2025-04-26 01:18:22.291235,Technical Issue,Medium,12.09,Negative
TICK-102693,2025-04-26 01:26:52.893433,Shipping Update,Low,0.95,Negative
TICK-102260,2025-04-26 01:29:46.657753,Shipping Update,High,1.19,Positive
TICK-103694,2025-04-26 05:32:01.437011,Product Question,Low,4.25,Negative
TICK-106783,2025-04-26 05:56:18.540108,Shipping Update,Low,0.9,Neutral
TICK-108784,2025-04-26 07:01:16.675764,Refund Request,Low,1.24,Neutral
TICK-100857,2025-04-26 09:14:39.501641,Refund Request,Low,2.42,Negative
TICK-103555,2025-04-26 10:38:07.265290,Shipping Update,Low,0.99,Negative
TICK-100540,2025-04-26 12:25:38.584701,Product Question,Low,4.19,Neutral
TICK-103219,2025-04-26 14:21:42.488904,Refund Request,Medium,2.67,Positive
TICK-101407,2025-04-26 15:14:53.791293,Shipping Update,Medium,1.82,Neutral
TICK-108421,2025-04-26 16:16:03.157524,Refund Request,Low,2.92,Positive
TICK-102746,2025-04-26 16:29:00.618468,Shipping Update,Medium,1.1,Positive
TICK-105587,2025-04-26 16:35:43.319399,Refund Request,Low,0.67,Neutral
TICK-104320,2025-04-26 17:36:46.914876,Product Question,Low,2.98,Positive
TICK-105626,2025-04-26 19:36:27.748240,Billing Inquiry,Medium,5.7,Neutral
TICK-105896,2025-04-26 19:37:06.208942,Shipping Update,Medium,0.53,Negative
TICK-108329,2025-04-26 19:42:17.679891,Product Question,Low,2.85,Neutral
TICK-100533,2025-04-26 20:46:02.584264,Shipping Update,Low,0.62,Neutral
TICK-104668,2025-04-26 21:25:28.252805,Billing Inquiry,Low,3.55,Neutral
TICK-109547,2025-04-26 22:24:03.169625,Shipping Update,Low,1.35,Negative
TICK-107526,2025-04-26 23:52:37.185260,Shipping Update,High,1.5,Positive
TICK-102005,2025-04-27 01:23:32.353148,Product Question,Low,3.27,Neutral
TICK-102453,2025-04-27 01:34:59.389093,Shipping Update,Low,0.75,Negative
TICK-102153,2025-04-27 01:47:23.141364,Shipping Update,Low,1.1,Negative
TICK-109769,2025-04-27 01:54:33.155766,Billing Inquiry,High,2.46,Neutral
TICK-100044,2025-04-27 02:10:17.898816,Product Question,Low,1.66,Neutral
TICK-101138,2025-04-27 03:49:20.414268,Refund Request,Low,2.54,Positive
TICK-102829,2025-04-27 03:52:43.944695,Product Question,Low,2.59,Negative
TICK-109719,2025-04-27 03:58:50.027099,Shipping Update,High,0.78,Positive
TICK-100245,2025-04-27 04:27:34.609834,Billing Inquiry,Low,4.37,Neutral
TICK-104059,2025-04-27 05:56:38.385059,Shipping Update,Low,0.91,Positive
TICK-102248,2025-04-27 06:06:18.247133,Product Question,Medium,2.78,Positive
TICK-106346,2025-04-27 08:47:42.295728,Refund Request,Low,1.68,Neutral
TICK-101005,2025-04-27 09:03:28.162920,Shipping Update,Low,1.17,Neutral
TICK-106449,2025-04-27 10:22:14.877121,Billing Inquiry,Low,5.72,Negative
TICK-101751,2025-04-27 11:25:52.002758,Refund Request,Medium,2.62,Positive
TICK-107586,2025-04-27 12:13:15.273742,Technical Issue,Low,15.84,Positive
TICK-102433,2025-04-27 12:45:09.678801,Shipping Update,Low,0.93,Neutral
TICK-103760,2025-04-27 13:45:07.357506,Billing Inquiry,Medium,5.69,Negative
TICK-107977,2025-04-27 14:48:48.423446,Shipping Update,Low,1.34,Positive
TICK-109857,2025-04-27 15:18:39.545430,Product Question,Low,2.57,Negative
TICK-106065,2025-04-27 16:16:07.135683,Product Question,Low,2.69,Neutral
TICK-100517,2025-04-27 16:51:56.931945,Technical Issue,Low,16.23,Negative
TICK-108447,2025-04-27 17:54:59.256294,Product Question,Low,7.26,Neutral
TICK-109045,2025-04-27 17:59:47.426235,Shipping Update,Medium,0.55,Neutral
TICK-105534,2025-04-27 19:15:46.463196,Refund Request,Low,1.88,Neutral
TICK-101523,2025-04-27 21:13:24.611004,Product Question,Low,2.04,Neutral
TICK-101721,2025-04-27 22:52:30.860574,Product Question,Low,2.7,Positive
TICK-108249,2025-04-27 23:02:27.586979,Shipping Update,Low,1.31,Negative
TICK-100250,2025-04-27 23:24:15.182875,Refund Request,Low,1.21,Negative
TICK-102592,2025-04-28 00:23:04.390845,Shipping Update,Low,0.98,Neutral
TICK-102318,2025-04-28 01:21:37.150631,Billing Inquiry,Low,4.0,Neutral
TICK-109589,2025-04-28 01:54:21.124170,Product Question,High,4.13,Neutral
TICK-105664,2025-04-28 02:20:10.646481,Technical Issue,Low,19.75,Positive
TICK-106483,2025-04-28 02:34:42.901530,Refund Request,Low,1.75,Neutral
TICK-104238,2025-04-28 02:41:29.012289,Shipping Update,Low,1.79,Negative
TICK-106904,2025-04-28 03:45:52.338284,Refund Request,Low,1.73,Neutral
TICK-108767,2025-04-28 04:21:18.312631,Shipping Update,Low,1.08,Neutral
TICK-109848,2025-04-28 04:41:49.911790,Shipping Update,High,0.72,Neutral
TICK-101399,2025-04-28 04:46:33.880279,Billing Inquiry,Medium,3.84,Negative
TICK-100958,2025-04-28 05:27:08.667534,Product Question,High,3.77,Neutral
TICK-101566,2025-04-28 05:33:15.302819,Refund Request,Low,2.05,Neutral
TICK-102010,2025-04-28 06:36:41.047752,Product Question,Medium,1.58,Negative
TICK-105699,2025-04-28 07:36:12.341172,Shipping Update,Low,1.28,Neutral
TICK-103950,2025-04-28 09:04:32.509919,Shipping Update,Medium,1.23,Neutral
TICK-107937,2025-04-28 11:35:16.413166,Shipping Update,Low,2.63,Negative
TICK-105399,2025-04-28 12:27:13.663445,Refund Request,Low,2.27,Negative
TICK-109840,2025-04-28 12:37:04.476247,Product Question,Medium,1.93,Negative
TICK-100495,2025-04-28 12:54:46.485381,Shipping Update,Low,1.24,Negative
TICK-105596,2025-04-28 14:04:10.378919,Shipping Update,Low,1.18,Positive
TICK-102994,2025-04-28 14:57:54.408127,Billing Inquiry,Low,3.42,Neutral
TICK-109299,2025-04-28 15:06:47.927691,Shipping Update,Low,0.65,Neutral
TICK-100756,2025-04-28 16:04:34.068151,Shipping Update,Low,1.22,Neutral
TICK-102398,2025-04-28 16:28:59.261996,Refund Request,Medium,2.17,Neutral
TICK-107458,2025-04-28 17:26:14.018695,Product Question,Low,2.34,Neutral
TICK-105627,2025-04-28 18:15:04.410122,Billing Inquiry,Low,7.32,Positive
TICK-103415,2025-04-28 18:17:16.664174,Billing Inquiry,Low,4.71,Positive
TICK-104525,2025-04-28 18:59:19.108182,Billing Inquiry,Medium,7.9,Neutral
TICK-106850,2025-04-28 19:56:25.867457,Shipping Update,Medium,0.64,Neutral
TICK-101537,2025-04-28 20:08:37.670734,Technical Issue,High,19.39,Positive
TICK-107974,2025-04-28 20:39:39.311120,Product Question,High,3.1,Neutral
TICK-101948,2025-04-28 20:56:41.111590,Product Question,High,4.71,Negative
TICK-100138,2025-04-28 21:42:47.309840,Refund Request,Medium,2.77,Neutral
TICK-104044,2025-04-29 00:24:52.058632,Shipping Update,High,1.45,Neutral
TICK-107978,2025-04-29 01:33:53.953868,Product Question,Medium,3.1,Negative
TICK-105507,2025-04-29 02:06:20.232448,Shipping Update,Low,0.36,Neutral
TICK-108965,2025-04-29 03:42:36.452551,Product Question,Medium,1.62,Neutral
TICK-100340,2025-04-29 03:44:37.521714,Billing Inquiry,Medium,3.6,Neutral
TICK-106299,2025-04-29 05:33:13.234108,Product Question,Low,2.37,Neutral
TICK-100675,2025-04-29 06:30:17.141426,Product Question,Medium,2.2,Neutral
TICK-102870,2025-04-29 06:36:41.959149,Shipping Update,Medium,0.77,Neutral
TICK-102355,2025-04-29 06:38:18.969167,Shipping Update,Medium,1.11,Negative
TICK-101296,2025-04-29 06:44:37.925599,Billing Inquiry,Medium,7.22,Neutral
TICK-105845,2025-04-29 07:34:53.155816,Product Question,Low,2.41,Neutral
TICK-106167,2025-04-29 07:46:37.343564,Product Question,Low,2.82,Neutral
TICK-107315,2025-04-29 07:57:38.217553,Product Question,Low,5.55,Positive
TICK-103607,2025-04-29 09:01:23.758834,Billing Inquiry,Low,7.71,Negative
TICK-107482,2025-04-29 09:15:10.206872,Refund Request,Low,1.6,Positive
TICK-105792,2025-04-29 09:48:13.176155,Refund Request,Low,2.25,Neutral
TICK-109435,2025-04-29 11:58:09.711548,Shipping Update,Low,0.57,Neutral
TICK-104478,2025-04-29 12:41:35.034137,Shipping Update,Medium,0.57,Neutral
TICK-104097,2025-04-29 13:05:12.818138,Shipping Update,Medium,0.79,Positive
TICK-108568,2025-04-29 14:11:51.498216,Shipping Update,Medium,1.2,Negative
TICK-103115,2025-04-29 14:16:51.111246,Shipping Update,Low,1.11,Neutral
TICK-102303,2025-04-29 14:27:04.221060,Product Question,Medium,3.32,Neutral
TICK-107001,2025-04-29 17:42:16.433964,Refund Request,Low,0.98,Neutral
TICK-109873,2025-04-29 17:58:03.744672,Product Question,Low,5.23,Negative
TICK-101905,2025-04-29 18:50:28.104674,Product Question,Low,3.59,Neutral
TICK-102382,2025-04-29 20:46:54.606586,Shipping Update,Low,1.15,Neutral
TICK-104422,2025-04-29 20:50:25.011616,Shipping Update,Low,1.65,Neutral
TICK-109311,2025-04-29 23:00:27.505890,Shipping Update,Low,0.68,Negative
TICK-106446,2025-04-29 23:37:57.748328,Refund Request,High,1.47,Neutral
TICK-104927,2025-04-30 00:31:38.470604,Product Question,Low,3.3,Negative
TICK-105069,2025-04-30 01:26:55.284757,Shipping Update,Medium,1.12,Neutral
TICK-107117,2025-04-30 02:04:57.661047,Product Question,Low,2.59,Neutral
TICK-108405,2025-04-30 03:58:08.028921,Shipping Update,High,0.39,Neutral
TICK-107735,2025-04-30 05:26:14.519658,Product Question,Low,1.54,Neutral
TICK-104274,2025-04-30 07:35:03.114001,Product Question,Low,1.34,Positive
TICK-103176,2025-04-30 08:09:08.959859,Shipping Update,Medium,0.56,Positive
TICK-101285,2025-04-30 08:58:39.054505,Shipping Update,Low,0.59,Positive
TICK-105687,2025-04-30 09:19:39.671700,Technical Issue,Medium,19.67,Neutral
TICK-107050,2025-04-30 10:48:09.074734,Product Question,Low,4.42,Negative
